libelle;libelle_complet;mot_directeur;voie_tenante;voie_aboutissante;commune;code_insee;sti;rivoli
ALL DE LASPLANES;Allée de Lasplanes;LASPLANES;;;COLOMIERS;31149;311490000241;3101490750S
VA VA000099;Voie Anonyme Numéro 000099;;;;BALMA;31044;31044A000099;
PASSERELLE ALBERT VIALA;Passerelle Albert Viala;VIALA;;;TOULOUSE;31555;315559000179;3105550913D
RUE GERARD PHILIPPE;Rue Gérard Philippe;PHILIPPE;;;LAUNAGUET;31282;312820000089;3102820138Y
RUE LESPES;Rue Lespes;LESPES;;;TOULOUSE;31555;315554054444;3105555192E
IMP CH MARIE LECONTE DE LISLE;Impasse Charles-Marie Leconte de Lisle;LISLE;;;TOULOUSE;31555;315558436160;3105551914S
CLOS DES NENUPHARS;Clos des Nénuphars;NENUPHARS;;;TOURNEFEUILLE;31557;315570000315;3105572760C
VOIE COM 8 DE LA BEAUTE A EPAGNOL;Voie Communale 8 de la Beauté à l'Epagnol;EPAGNOL;;;GAGNAC-SUR-GARONNE;31205;312050000020;310205
AV SUZANNE LENGLEN;Avenue Suzanne Lenglen;LENGLEN;;;BALMA;31044;310440000335;P310044
RUE DES BERGERS;Rue des Bergers;BERGERS;;;PIBRAC;31417;314170000030;3104170030U
RUE ELSA TRIOLET;Rue Elsa Triolet;TRIOLET;;;LAUNAGUET;31282;312820000141;3102820111U
RUE LOUIS AUGUSTE BLANQUI;Rue Louis-auguste Blanqui;BLANQUI;;;ST-JEAN;31488;314880000122;3104880411Z
RUE DE VERFEIL;Rue de Verfeil;VERFEIL;;;TOULOUSE;31555;315557190450;3105558792T
ALL PAUL FEUGA;Allées Paul Feuga;FEUGA;;;TOULOUSE;31555;315552777627;3105556620G
RUE DES MARGUERITES;Rue des Marguerites;MARGUERITES;;;TOULOUSE;31555;315554403253;3105555676F
AV FRANCOIS MITTERRAND;Avenue François Mitterrand;MITTERRAND;;;BALMA;31044;310440000171;3100440359Y
PAS BOURGUIGNON;Passage Bourguignon;BOURGUIGNON;;;BALMA;31044;310440000049;3100440171U
RUE DE L ALOUETTE;Rue de l'Alouette;ALOUETTE;;;TOURNEFEUILLE;31557;315570000010;3105570570X
BD DE MAURENS;Boulevard de Maurens;MAURENS;;;VILLENEUVE-TOLOSANE;31588;315880000110;310588
RUE DU MIDI;Rue du Midi;MIDI;;;TOULOUSE;31555;315554633643;3105555936N
ALL DES MOISSONS;Allée Des Moissons;MOISSONS;;;AIGREFEUILLE;31003;310030000020;3100030047M
RUE RICHARD WAGNER;Rue Richard Wagner;WAGNER;;;CUGNAUX;31157;311570000245;3101570800L
CHE DE PANICARDA;Chemin de Panicarda;PANICARDA;;;TOURNEFEUILLE;31557;315570000336;3105572870X
SQ VINCENZO TONELLI;Place Vincenzo Tonelli;TONELLI;;;TOULOUSE;31555;315559000161;3105558906S
RUE DU BOIS FLEURI;Rue du Bois Fleuri;FLEURI;;;AUCAMVILLE;31022;310220000066;3100220066A
RUE DU ZENITH;Rue du Zénith;ZENITH;;;BLAGNAC;31069;310690000432;3100691190T
ALL DES TILLEULS;Allée Des Tilleuls;TILLEULS;;;LESPINASSE;31293;312930000030;3102930206Z
RUE D ANTIBES;Rue d'Antibes;ANTIBES;;;TOULOUSE;31555;315550188805;3105550364G
 D63G;Route D63g;D63G;;;LESPINASSE;31293;312930000040;310293
VA VA000088;Voie Anonyme Numéro 000088;;;;BRAX;31088;31088A000088;
RUE D AGEN;Rue d'Agen;AGEN;;;TOULOUSE;31555;315550057633;3105550084C
RUE DU GERS;Rue du Gers;GERS;;;TOURNEFEUILLE;31557;315570000200;3105571880W
CHE DE L OUEST;Chemin de l'Ouest;OUEST;;;COLOMIERS;31149;311490000337;3101490945D
IMP DU LAURAGAIS;Impasse Du Lauragais;LAURAGAIS;;;DREMIL-LAFAGE;31163;311630000060;3101630189W
AV SALVADOR DALI;Avenue Salvador Dali;DALI;;;BLAGNAC;31069;310690000126;3100690975J
RUE DES CEDRES;Rue des Cèdres;CEDRES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000040;3105060551Y
RUE DES CATALPAS;Rue des Catalpas;CATALPAS;;;FONBEAUZARD;31186;311860000013;3101860032A
RUE DE CHAMBERY;Rue de Chambéry;CHAMBERY;;;TOULOUSE;31555;315551609659;3105551856D
PL DU CORPS FRANC POMMIES;Place du Corps Franc Pommies;POMMIES;;;BLAGNAC;31069;310690000336;3100690230Z
PL PHILIPPE HARDY;Place Philippe Hardy;HARDY;;;TOULOUSE;31555;315558362458;3105554102V
PL ETIENNE DE MALENFANT;Place Etienne de Malenfant;MALENFANT;;;TOULOUSE;31555;315558394820;3105553129M
RUE HANS ANDERSEN;Rue Hans Andersen;ANDERSEN;;;TOULOUSE;31555;315550156851;3105554100T
IMP DE LA FONTAINE BIERNEZE;Impasse de la Fontaine Biernèze;BIERNEZE;;;AIGREFEUILLE;31003;310030000050;3100030400W
RUE CHARLES VALAZE;Rue Charles Valaze;VALAZE;;;TOULOUSE;31555;315557052820;3105551956M
RUE DES MURIERS;Rue des Mûriers;MURIERS;;;TOULOUSE;31555;315558344706;3105556168R
RUE FARMAN;Rue Farman;FARMAN;;;BLAGNAC;31069;310690000158;3100690317U
RUE DE RIBAUTE;Rue de Ribaute;RIBAUTE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000172;3105061100V
VA VA000090;Voie Anonyme Numéro 000090;;;;UNION;31561;31561A000090;
RPT MADAME DE MONDONVILLE;Rond-point Madame de Mondonville;MONDONVILLE;;;TOULOUSE;31555;315559000134;3105555483W
RUE JACQUES BREL;Rue Jacques Brel;BREL;;;BLAGNAC;31069;310690000072;3100690498R
ALL DU FALCOU;Allée du Falcou;FALCOU;;;COLOMIERS;31149;311490000174;3101490540N
RUE LOUIS BLERIOT;Rue Louis Blériot;BLERIOT;;;TOURNEFEUILLE;31557;315570000056;3105572440E
PL ETIENNE COLLONGUES;Place Etienne Collongues;COLLONGUES;;;COLOMIERS;31149;311490000119;3101490519R
RUE ELIANE;Rue Eliane;ELIANE;;;TOULOUSE;31555;315552563214;3105552940G
RUE DE LA NIEVRE;Rue de la Nièvre;NIEVRE;;;TOULOUSE;31555;315554950437;3105556276H
RUE ANTOINE LAVOISIER;Rue Antoine Lavoisier;LAVOISIER;;;COLOMIERS;31149;311490000246;3101490035P
IMP DES PASTELIERS;Impasse des Pasteliers;PASTELIERS;;;TOULOUSE;31555;315558403135;3105556561T
PARC FELIX LAVIT;Parc Félix Lavit;LAVIT;;;TOULOUSE;31555;315553990516;310555X012H
ALL DE LA GARONNE;Allée de la Garonne;GARONNE;;;GAGNAC-SUR-GARONNE;31205;312050000028;3102050090F
IMP DU MOULIN;Impasse Du Moulin;MOULIN;;;SAINT-JORY;31490;314900000027;3104900139V
RUE DU SALE;Rue du Salé;SALE;;;TOULOUSE;31555;315556435260;3105558096L
IMP DE LONDRES;Impasse de Londres;LONDRES;;;TOULOUSE;31555;315554179209;3105555320U
PAS CHARLES BOURSEUL;Passage Charles Bourseul;BOURSEUL;;;TOULOUSE;31555;315558431824;3105551917V
RUE DE DUNKERQUE;Rue de Dunkerque;DUNKERQUE;;;TOULOUSE;31555;315552464057;3105552816X
IMP MANET;Impasse Manet;MANET;;;ST-ALBAN;31467;314670000082;3104670312H
CLOS DES CERISIERS;Clos des Cerisiers;CERISIERS;;;CUGNAUX;31157;311570000061;310157A011Y
RTE DE LEGUEVIN;Route de Léguevin;LEGUEVIN;;;PIBRAC;31417;314170000110;3104170250H
RUE JULES AMILHAU;Rue Jules Amilhau;AMILHAU;;;TOULOUSE;31555;315550140813;3105554790T
RUE DE L AOUTA;Rue de l'Aouta;AOUTA;;;TOURNEFEUILLE;31557;315570000018;3105570680S
ALL DES CHENES;Allée des Chênes;CHENES;;;UNION;31561;315610000075;3105610140M
RUE AMPERE;Rue Ampère;AMPERE;;;MONTRABE;31389;313890000018;3103890015Z
RUE DU PUITS VERT;Rue du Puits Vert;VERT;;;TOULOUSE;31555;315555644831;3105557188Z
RUE DU MOULIN BAYARD;Rue du Moulin Bayard;BAYARD;;;TOULOUSE;31555;315554812807;3105556120N
AV DE GASCOGNE;Avenue de Gascogne;GASCOGNE;;;TOURNEFEUILLE;31557;315570000192;3105571800J
RUE DES CAMMAZES;Rue Des Cammazes;CAMMAZES;;;MONTRABE;31389;313890000025;3103890055T
PL MAGE;Place Mage;MAGE;;;TOULOUSE;31555;315554262450;3105555496K
IMP VENISE;Impasse Venise;VENISE;;;ST-ALBAN;31467;314670000143;3104670513B
SQ DUFY;Square Dufy;DUFY;;;BLAGNAC;31069;310690000468;3100690278B
RPT HENRY DUNANT;Rond-Point Henry Dunant;DUNANT;;;TOURNEFEUILLE;31557;315570000159;3105572045A
RUE MISSAK MANOUCHIAN;Rue Missak Manouchian;MANOUCHIAN;;;TOULOUSE;31555;315559000089;3105555989W
PONT DES CATALANS;Pont des Catalans;CATALANS;;;TOULOUSE;31555;315558351715;310555X018P
RUE ROGER CAMBOULIVES;Rue Roger Camboulives;CAMBOULIVES;;;TOULOUSE;31555;315558402125;3105557574U
ALL DU NIGER;Allée du Niger;NIGER;;;TOULOUSE;31555;315554953610;3105556280M
IMP DES TOURNESOLS;Impasse des Tournesols;TOURNESOLS;;;TOURNEFEUILLE;31557;315570000429;3105573468X
RUE IDRAC;Rue Idrac;IDRAC;;;TOULOUSE;31555;315553491222;3105554280N
RUE VINCENT VAN GOGH;Rue Vincent Van Gogh;GOGH;;;BLAGNAC;31069;310690000198;3100691115L
RUE MATISSE;Rue Matisse;MATISSE;;;ST-ALBAN;31467;314670000087;3104670322U
PL BERNARD COSTE;Place Bernard Coste;COSTE;;;SEILH;31541;315410000023;3105410032G
RUE DES ERABLES;Rue des Érables;ERABLES;;;TOURNEFEUILLE;31557;315570000167;3105571620N
RUE DES CHATAIGNIERS;Rue des Châtaigniers;CHATAIGNIERS;;;TOULOUSE;31555;315551686432;3105551974G
RUE D OLORON SAINTE MARIE;Rue d'Oloron Sainte-Marie;MARIE;;;UNION;31561;315610000255;3105610505J
IMP DE LA BARAQUETTE;Impasse de la Baraquette;BARAQUETTE;;;TOULOUSE;31555;315558349450;3105550830N
SQ DES PINS;Square des Pins;PINS;;;PIBRAC;31417;314170000143;3104170345L
RUE DES COUDRIERS;Rue des Coudriers;COUDRIERS;;;TOURNEFEUILLE;31557;315570000138;3105571450D
CHE DE LA MOUILLERE;Chemin de la Mouillere;MOUILLERE;;;SAINT-JORY;31490;314900000106;310490B073E
IMP DES MARAICHERS;Impasse des Maraîchers;MARAICHERS;;;AUCAMVILLE;31022;310220000097;3100220225Y
RUE RENE CASSIN;Rue René Cassin;CASSIN;;;ST-ALBAN;31467;314670000036;3104670400D
IMP JACOB INSEL;Impasse Jacob Insel;INSEL;;;TOULOUSE;31555;315558413215;3105554386D
CHE DU PESAYRE;Chemin du Pesayre;PESAYRE;;;BLAGNAC;31069;310690000321;3100690827Y
RPT PHIDIAS;Rond-point Phidias;PHIDIAS;;;TOULOUSE;31555;315558431722;3105556837T
RUE DU BERNET;Rue du Bernet;BERNET;;;PIBRAC;31417;314170000031;3104170032W
PL ARAGO;Place Arago;ARAGO;;;TOULOUSE;31555;315550208006;3105550412J
CHE DE RIVALSUPERVIC;Chemin de Rivalsupervic;RIVALSUPERVIC;;;TOULOUSE;31555;315555939241;3105557516F
ALL DES MIMOSAS;Allée des Mimosas;MIMOSAS;;;GAGNAC-SUR-GARONNE;31205;312050000036;3102050125U
IMP DES JONQUILLES;Impasse Des Jonquilles;JONQUILLES;;;FLOURENS;31184;311840000036;3101840155T
PL GEORGES THILL;Place Georges Thill;THILL;;;TOULOUSE;31555;315558401625;3105553863K
RUE DE VALENCIENNES;Rue de Valenciennes;VALENCIENNES;;;TOULOUSE;31555;315557062451;3105558684A
VA VA000017;Voie Anonyme Numéro 000017;;;;CASTELGINEST;31116;31116A000017;
RUE COLBERT;Rue Colbert;COLBERT;;;TOURNEFEUILLE;31557;315570000127;3105571370S
PAS DU BOIS;Passage Du Bois;BOIS;;;MONS;31355;313550000025;3103550302J
CHE DU CASTELET BAS;Chemin du Castelet Bas;BAS;;;AUSSONNE;31032;310320000009;3100320034X
IMP DE LA GARONNETTE;Impasse de la Garonnette;GARONNETTE;;;SEILH;31541;315410000033;3105410089U
RUE BEL AIR;Rue Bel Air;AIR;;;BRUGUIERES;31091;310910000148;3100910031M
CLOS DU LUBERON;Clos du Lubéron;LUBERON;;;TOURNEFEUILLE;31557;315570000266;3105572470M
RUE HELENE BOUCHER;Rue Hélène Boucher;BOUCHER;;;TOULOUSE;31555;315551049610;3105554108B
RUE JULES DALOU;Rue Jules Dalou;DALOU;;;TOULOUSE;31555;315552124828;3105554800D
AV DE L URSS;Avenue de l'URSS;URSS;;;TOULOUSE;31555;315557036843;3105558660Z
MAIL LE MAIL;Le Mail;MAIL;;;QUINT;31445;314450000063;3104450233T
CHE DE LARRIOU;Chemin de Larriou;LARRIOU;;;PIBRAC;31417;314170000106;3104170245C
CITE ROGUET;Cité Roguet;ROGUET;;;TOULOUSE;31555;315555972817;310555A148S
RUE DE LA RESIDENCE DU CHATEAU;Rue de la Résidence du Château;CHATEAU;;;GAGNAC-SUR-GARONNE;31205;312050000017;310205A037T
RUE DE LA SARDANE;Rue de la Sardane;SARDANE;;;TOURNEFEUILLE;31557;315570000400;3105573300P
CHE DE LAPORTE;Chemin de Laporte;LAPORTE;;;TOULOUSE;31555;315553875219;3105555020T
ALL DU DOUBS;Allée du Doubs;DOUBS;;;COLOMIERS;31149;311490000154;3101490531D
RUE DES COQUELICOTS;Rue des Coquelicots;COQUELICOTS;;;CASTELGINEST;31116;311160000051;3101160310G
CHE DE BELLEVUE;Chemin de Bellevue;BELLEVUE;;;COLOMIERS;31149;311490000060;3101490190H
SQ RENE DESCARTES;Square René Descartes;DESCARTES;;;BLAGNAC;31069;310690000450;3100690266N
PL DU CAPITOLE;Place du Capitole;CAPITOLE;;;TOULOUSE;31555;315551420803;3105551676H
RUE DES BRIQUETIERS;Rue des Briquetiers;BRIQUETIERS;;;BLAGNAC;31069;310690000075;3100690149L
PL DE LA POSTE;Place de la Poste;POSTE;;;COLOMIERS;31149;311490000371;3101491028U
ALL ABEL BOYER;Allée Abel Boyer;BOYER;;;COLOMIERS;31149;311490000075;3101490015T
IMP DU BOIS;Impasse Du Bois;BOIS;;;DREMIL-LAFAGE;31163;311630000050;3101630023R
RUE EDMOND DE PLANET;Rue Edmond de Planet;PLANET;;;TOULOUSE;31555;315555436825;3105552880S
CHE DE LA CROIX D ALLIEZ;Chemin de la Croix d'Alliez;ALLIEZ;;;MONDONVILLE;31351;313510000003;3103510009H
IMP BELLEVUE;Impasse Bellevue;BELLEVUE;;;AUSSONNE;31032;310320000014;3100320026N
RUE RENE CRABOS;Rue René Crabos;CRABOS;;;TOULOUSE;31555;315558347838;3105557402G
RUE OURNAC;Rue Ournac;OURNAC;;;TOULOUSE;31555;315555097647;3105556440L
RUE DE L AUBRAC;Rue de l'Aubrac;AUBRAC;;;TOURNEFEUILLE;31557;315570000030;3105570770P
IMP DE BORDEBASSE;Impasse de Bordebasse;BORDEBASSE;;;PIN-BALMA;31418;314180000004;3104180030P
RUE DE L AUSSONNELLE;Rue de l'Aussonnelle;AUSSONNELLE;;;PIBRAC;31417;314170000014;3104170020H
RUE D ORBESSON;Rue d'Orbesson;ORBESSON;;;TOULOUSE;31555;315555056052;3105556396N
RTE DE BESSIERES;Route de Bessières;BESSIERES;;;CASTELGINEST;31116;311160000022;3101160140X
RUE DES AZALEES;Rue des Azalées;AZALEES;;;BLAGNAC;31069;310690000032;3100690058M
ESP PIERRES GARRIGUES;Esplanade Pierre Garrigues;GARRIGUES;;;TOULOUSE;31555;315559000159;3105556878M
VA VA000168;Voie anomyme numéro 000168;;;;PIBRAC;31417;31417A000168;
PL DE LA TRINITE;Place de la Trinité;TRINITE;;;TOULOUSE;31555;315556960060;3105558576H
VA VA000116;Voie Anonyme Numéro 000116;;;;UNION;31561;31561A000116;
RUE DES GLIERES;Rue des Glières;GLIERES;;;CUGNAUX;31157;311570000109;3101570342N
RUE DE LA PAIX;Rue de la Paix;PAIX;;;TOULOUSE;31555;315555120021;3105556464M
CHE DE LA MARQUE;Chemin De La Marque;MARQUE;;;SAINT-JORY;31490;314900000010;3104900137T
AV DIDIER DAURAT;Avenue Didier Daurat;DAURAT;;;BLAGNAC;31069;310690000130;3100690263K
RUE DE SAINTE MERE EGLISE;Rue de Sainte Mère Eglise;EGLISE;;;TOULOUSE;31555;315558435150;3105558058V
CHEM ROBERT DESNOS;Cheminement Robert Desnos;DESNOS;;;TOULOUSE;31555;315552278435;3105557534A
CHE DE LAOUJOULET;Chemin de Laoujoulet;LAOUJOULET;;;PIBRAC;31417;314170000105;3104170243A
CHE DES COURSES;Chemin des Courses;COURSES;;;TOULOUSE;31555;315552012806;3105552360B
CHE DE CAYZAGUEL;Chemin De Cayzaguel;CAYZAGUEL;;;BEAUPUY;31053;310530000037;3100530050Y
IMP DE BELFORT;Impasse de Belfort;BELFORT;;;TOULOUSE;31555;315550729643;3105550992P
IMP DU RUISSEAU DU LOUP;Impasse du Ruisseau du Loup;LOUP;;;BALMA;31044;310440000158;3100440786M
ALL DU LOGIS VIEUX;Allée Du Logis Vieux;VIEUX;;;MONTRABE;31389;313890000073;3103890190P
RUE DU TOURMALET;Rue du Tourmalet;TOURMALET;;;TOULOUSE;31555;315556912007;3105558522Z
IMP DE POURRENQUE;Impasse de Pourrenque;POURRENQUE;;;FENOUILLET;31182;311820000081;3101820348L
PL DU FER A CHEVAL;Place du Fer à Cheval;CHEVAL;;;TOULOUSE;31555;315552752009;3105553240H
RUE SAINT RENE;Rue Saint René;RENE;;;TOULOUSE;31555;315556377637;3105557960N
RUE DES CONSTELLATIONS;Rue des Constellations;CONSTELLATIONS;;;QUINT;31445;314450000029;3104450097V
IMP DU SABLET;Impasse du Sablet;SABLET;;;UNION;31561;315610000298;3105610691L
PL DE LA REUNION;Place de la Réunion;REUNION;;;TOULOUSE;31555;315555859234;3105557440Y
RUE DU PARC;Rue Du Parc;PARC;;;BRUGUIERES;31091;310910000103;3100910169M
PAS DE LA MARGERIDE;Passage de la Margeride;MARGERIDE;;;COLOMIERS;31149;311490000273;3101490787G
RUE DU LAURAGAIS;Rue du Lauragais;LAURAGAIS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000100;310506
RUE ALEXANDRE BOELY;Rue Alexandre Boély;BOELY;;;BALMA;31044;310440000044;3100440022G
AV JULES FERRY;Avenue Jules Ferry;FERRY;;;TOULOUSE;31555;315552774454;3105554808M
RUE DU MARECHAL LECLERC;Rue du Maréchal Leclerc;LECLERC;;;CASTELGINEST;31116;311160000104;3101160592N
RUE DE NAVARRENX;Rue de Navarrenx;NAVARRENX;;;UNION;31561;315610000178;3105610485M
RPT LOUIS DE PLANET;Rond-point Louis de Planet;PLANET;;;TOULOUSE;31555;315559000030;3105555370Y
RUE DU VERGER;Rue Du Verger;VERGER;;;BRUGUIERES;31091;310910000051;3100910240P
RUE DES PEUPLIERS;Rue des Peupliers;PEUPLIERS;;;UNION;31561;315610000212;3105610555N
IMP SAUDADES;Impasse Saudades;SAUDADES;;;CUGNAUX;31157;311570000209;3101570649X
IMP GABRIEL FAURE;Impasse Gabriel Fauré;FAURE;;;ST-JEAN;31488;314880000134;3104880255E
CHE DE FAGES;Chemin de Fages;FAGES;;;TOULOUSE;31555;315552697620;3105553184X
ALL DES ROITELETS;Allée des Roitelets;ROITELETS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000175;3105061130C
RUE CLAUDE BOURGELAT;Rue Claude Bourgelat;BOURGELAT;;;TOULOUSE;31555;315551100836;3105552092K
PL HENRI MAURETTE;Place Henri Maurette;MAURETTE;;;TOULOUSE;31555;315558372436;3105554161J
RUE JEAN MONTARIOL;Rue Jean Montariol;MONTARIOL;;;TOULOUSE;31555;315558426631;3105554615C
ALL DU MORBIHAN;Allée du Morbihan;MORBIHAN;;;COLOMIERS;31149;311490000300;3101490848Y
RUE DE JUNCASSA;Rue de Juncassa;JUNCASSA;;;BEAUZELLE;31056;310560000054;3100560078R
CLOS DES ALPILLES;Clos des Alpilles;ALPILLES;;;TOURNEFEUILLE;31557;315570000011;3105570600E
VA VA000014;Voie Anonyme Numéro 000014;;;;UNION;31561;31561A000014;
CHE DE LA CRABE;Chemin de la Crabe;CRABE;;;COLOMIERS;31149;311490000137;3101490440E
IMP JEAN CASSOU;Impasse Jean Cassou;CASSOU;;;BALMA;31044;310440000064;3100440464M
IMP FOUQUE;Impasse Fouque;FOUQUE;;;TOULOUSE;31555;315552912023;3105553410T
RUE DE L EGLISE;Rue de l'Église;EGLISE;;;AUSSONNE;31032;310320000036;3100320056W
CHE DU PAOU;Chemin du Paou;PAOU;;;TOULOUSE;31555;315555148812;3105556496X
IMP PITOUS;Impasse Pitous;PITOUS;;;MONDONVILLE;31351;313510000062;3103510047Z
VA VA000018;Voie Anonyme Numéro 000018;;;;LAUNAGUET;31282;31282A000018;
RUE DU CHATEAU DE MONS;Rue Du Château De Mons;MONS;;;MONS;31355;313550000016;3103550011T
RUE DE LA BOURBOULE;Rue de la Bourboule;BOURBOULE;;;TOULOUSE;31555;315551088022;3105551348B
CHE DE LA BERGERIE;Chemin de la Bergerie;BERGERIE;;;PIBRAC;31417;314170000028;3104170071N
ALL D ALSACE;Allée d'Alsace;ALSACE;;;COLOMIERS;31149;311490000569;3101490027F
RUE LOUIS DE BROGLIE;Rue Louis de Broglie;BROGLIE;;;TOULOUSE;31555;315558410348;3105555365T
RUE DE LA MOSELLE;Rue de la Moselle;MOSELLE;;;TOULOUSE;31555;315554800054;3105556108A
IMP MICHEL LESBRE;Impasse Michel Lesbre;LESBRE;;;TOULOUSE;31555;315558443516;3105555926C
RUE FERNAND PELLOUTIER;Rue Fernand Pelloutier;PELLOUTIER;;;TOULOUSE;31555;315555267231;3105553272T
RUE JEAN MOULIN;Rue Jean Moulin;MOULIN;;;CORNEBARRIEU;31150;311500000089;3101500085P
BD MARCEL DASSAULT;Boulevard Marcel Dassault;DASSAULT;;;COLOMIERS;31149;311490000146;3101490163D
AUTOROUTE A621;Autoroute A621;A621;;;TOULOUSE;31555;315559000065;310555
SQ JEAN JAURES;Square Jean Jaurès;JAURES;;;QUINT;31445;314450000051;3104450170Z
CITE JUNCASSE;Cité Juncasse;JUNCASSE;;;TOULOUSE;31555;315551782416;310555A080T
RUE MAX FISCHL;Rue Max Fischl;FISCHL;;;BLAGNAC;31069;310690000163;3100690666Y
PAS CAYRAS;Passage Cayras;CAYRAS;;;QUINT;31445;314450000021;3104450065K
AV DU COLONEL ROCHE;Avenue du Colonel Roche;ROCHE;;;TOULOUSE;31555;315555961625;3105552202E
RUE DE SOYE;Rue de Soye;SOYE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000189;3105061197A
AV DES GLAIEULS;Avenue des Glaïeuls;GLAIEULS;;;TOULOUSE;31555;315553228827;3105553928F
RUE DE FENOUL;Rue de Fenoul;FENOUL;;;TOULOUSE;31555;315558444424;3105553239G
RUE JEAN DE LA FONTAINE;Rue Jean de la Fontaine;FONTAINE;;;BLAGNAC;31069;310690000173;3100690520P
LOT LES JARDINS DU CHATEAU D EAU;Lotissement Les Jardins du Château d'Eau;EAU;;;AUSSONNE;31032;310320000032;310032A041Z
AV DIDIER DAURAT;Avenue Didier Daurat;DAURAT;;;COLOMIERS;31149;311490000149;3101490448N
PL JEAN PRUNET;Place Jean Prunet;PRUNET;;;BALMA;31044;310440000225;3100440455C
ESP ANDRE MICHAUX;Esplanade André Michaux;MICHAUX;;;BALMA;31044;310440000306;3100440028N
RUE DES SABOTS;Rue des Sabots;SABOTS;;;TOULOUSE;31555;315556105601;3105557692X
RUE GERMAINE RICHIER;Rue Germaine Richier;RICHIER;;;TOULOUSE;31555;315558451739;3105553875Y
RUE PIERRE ET MARIE CURIE;Rue Pierre et Marie Curie;CURIE;;;CASTELGINEST;31116;311160000055;3101160835C
VA VA000016;Voie Anonyme Numéro 000016;;;;PIBRAC;31417;31417A000016;
RUE PIERRE DE FERMAT;Rue Pierre De Fermat;FERMAT;;;ST-JEAN;31488;314880000168;3104880565S
RUE DE VALMY;Rue de Valmy;VALMY;;;BALMA;31044;310440000270;3100440895F
RUE DES OLIVIERS;Rue des Oliviers;OLIVIERS;;;MONDONVILLE;31351;313510000053;3103510056J
RUE DES ORFEVRES;Rue des Orfèvres;ORFEVRES;;;BLAGNAC;31069;310690000296;3100690735Y
IMP CHARLES FRANCOIS DAUBIGNY;Impasse Charles François Daubigny;DAUBIGNY;;;TOULOUSE;31555;315558432630;3105551915T
IMP JEAN FRANCOIS CAILHAVA;Impasse Jean-François Cailhava;CAILHAVA;;;TOULOUSE;31555;315558440037;3105554591B
IMP DES PINS;Impasse des Pins;PINS;;;ST-ALBAN;31467;314670000104;3104670374A
IMP DES CORMORANS;Impasse des Cormorans;CORMORANS;;;TOULOUSE;31555;315558418918;3105552307U
ZONE ARTISANALE LES POUSSES;Zone artisanale Les Pousses;POUSSES;;;VILLENEUVE-TOLOSANE;31588;315880000144;310588A003R
RUE EMILE BARRIERE;Rue Emile Barrière;BARRIERE;;;TOULOUSE;31555;315550572802;3105552964H
RESIDENCE D OCCITANIE;Résidence d'Occitanie;OCCITANIE;;;AUSSONNE;31032;310320000081;310032A036U
RUE DU RIBACHOU;Rue du Ribachou;RIBACHOU;;;MONDONVILLE;31351;313510000070;3103510037N
RPT DU PETIT PRINCE;Rond-point du Petit Prince;PRINCE;;;COLOMIERS;31149;311490000376;310149
ALL DU QUIBERON;Allée du Quiberon;QUIBERON;;;COLOMIERS;31149;311490000384;3101491052V
AV DU SERS;Avenue du Sers;SERS;;;AUCAMVILLE;31022;310220000149;3100220310R
IMP DES PALANQUES;Impasse Des Palanques;PALANQUES;;;BRUGUIERES;31091;310910000089;3100910183C
IMP DE LA BRETECHE;Impasse de la Bretèche;BRETECHE;;;BRAX;31088;310880000008;3100880193B
RUE DE GUYENNE;Rue de Guyenne;GUYENNE;;;TOURNEFEUILLE;31557;315570000218;3105571990R
RUE D AUTEUIL;Rue d'Auteuil;AUTEUIL;;;TOULOUSE;31555;315550406442;3105550700X
RUE DE CHENONCEAUX;Rue de Chenonceaux;CHENONCEAUX;;;TOURNEFEUILLE;31557;315570000117;3105571295K
RUE DU CANIGOU;Rue du Canigou;CANIGOU;;;UNION;31561;315610000061;3105610110E
RUE ENRICO FERMI;Rue Enrico Fermi;FERMI;;;TOULOUSE;31555;315558371528;3105553018S
CHE DU VIEUX MOULIN;Chemin Du Vieux Moulin;MOULIN;;;MONTRABE;31389;313890000082;3103890415J
IMP DE PAHIN;Impasse de Pahin;PAHIN;;;TOURNEFEUILLE;31557;315570000333;3105572862N
RUE DU GENERAL BAUROT;Rue du Général Baurot;BAUROT;;;TOULOUSE;31555;315558405502;3105553809B
RUE DES CORBIERES;Rue des Corbières;CORBIERES;;;BLAGNAC;31069;310690000116;3100690214G
RUE DU TOUCH;Rue du Touch;TOUCH;;;TOURNEFEUILLE;31557;315570000425;3105573440S
AV DU BERGERON;Avenue du Bergeron;BERGERON;;;ST-ALBAN;31467;314670000025;3104670069U
RUE DU PONT GUILHEMERY;Rue du Pont Guilhemery;GUILHEMERY;;;TOULOUSE;31555;315555481644;3105557004Z
IMP DES OLIVIERS;Impasse des Oliviers;OLIVIERS;;;BLAGNAC;31069;310690000291;3100690785C
CLOS DES AMANDIERS;Clos des Amandiers;AMANDIERS;;;BEAUZELLE;31056;310560000009;310056A020X
RUE EDOUARD LARTET;Rue Edouard Lartet;LARTET;;;TOULOUSE;31555;315558340829;3105552902R
