libelle;libelle_complet;commune;code_insee;sti;rivoli;
RUE CHARLES VALAZE;Rue Charles Valaze;TOULOUSE;31555;315557052820;3105551956M;
RUE DES MURIERS;Rue des Mûriers;TOULOUSE;31555;315558344706;3105556168R;
RUE FARMAN;Rue Farman;BLAGNAC;31069;310690000158;3100690317U;
RUE DE RIBAUTE;Rue de Ribaute;ST-ORENS-DE-GAMEVILLE;31506;315060000172;3105061100V;
VA VA000090;Voie Anonyme Numéro 000090;UNION;31561;31561A000090;;
RPT MADAME DE MONDONVILLE;Rond-point Madame de Mondonville;TOULOUSE;31555;315559000134;3105555483W;
RUE JACQUES BREL;Rue Jacques Brel;BLAGNAC;31069;310690000072;3100690498R;
ALL DU FALCOU;Allée du Falcou;COLOMIERS;31149;311490000174;3101490540N;
RUE LOUIS BLERIOT;Rue Louis Blériot;TOURNEFEUILLE;31557;315570000056;3105572440E;
PL ETIENNE COLLONGUES;Place Etienne Collongues;COLOMIERS;31149;311490000119;3101490519R;
RUE ELIANE;Rue Eliane;TOULOUSE;31555;315552563214;3105552940G;
RUE DE LA NIEVRE;Rue de la Nièvre;TOULOUSE;31555;315554950437;3105556276H;
RUE ANTOINE LAVOISIER;Rue Antoine Lavoisier;COLOMIERS;31149;311490000246;3101490035P;
IMP DES PASTELIERS;Impasse des Pasteliers;TOULOUSE;31555;315558403135;3105556561T;
PARC FELIX LAVIT;Parc Félix Lavit;TOULOUSE;31555;315553990516;310555X012H;
ALL DE LA GARONNE;Allée de la Garonne;GAGNAC-SUR-GARONNE;31205;312050000028;3102050090F;
IMP DU MOULIN;Impasse Du Moulin;SAINT-JORY;31490;314900000027;3104900139V;
RUE DU SALE;Rue du Salé;TOULOUSE;31555;315556435260;3105558096L;
IMP DE LONDRES;Impasse de Londres;TOULOUSE;31555;315554179209;3105555320U;
PAS CHARLES BOURSEUL;Passage Charles Bourseul;TOULOUSE;31555;315558431824;3105551917V;
RUE DE DUNKERQUE;Rue de Dunkerque;TOULOUSE;31555;315552464057;3105552816X;
IMP MANET;Impasse Manet;ST-ALBAN;31467;314670000082;3104670312H;
CLOS DES CERISIERS;Clos des Cerisiers;CUGNAUX;31157;311570000061;310157A011Y;
RTE DE LEGUEVIN;Route de Léguevin;PIBRAC;31417;314170000110;3104170250H;
RUE JULES AMILHAU;Rue Jules Amilhau;TOULOUSE;31555;315550140813;3105554790T;
RUE DE L AOUTA;Rue de l'Aouta;TOURNEFEUILLE;31557;315570000018;3105570680S;
ALL DES CHENES;Allée des Chênes;UNION;31561;315610000075;3105610140M;
RUE AMPERE;Rue Ampère;MONTRABE;31389;313890000018;3103890015Z;
RUE DU PUITS VERT;Rue du Puits Vert;TOULOUSE;31555;315555644831;3105557188Z;
RUE DU MOULIN BAYARD;Rue du Moulin Bayard;TOULOUSE;31555;315554812807;3105556120N;
AV DE GASCOGNE;Avenue de Gascogne;TOURNEFEUILLE;31557;315570000192;3105571800J;
RUE DES CAMMAZES;Rue Des Cammazes;MONTRABE;31389;313890000025;3103890055T;
PL MAGE;Place Mage;TOULOUSE;31555;315554262450;3105555496K;
IMP VENISE;Impasse Venise;ST-ALBAN;31467;314670000143;3104670513B;
SQ DUFY;Square Dufy;BLAGNAC;31069;310690000468;3100690278B;
RPT HENRY DUNANT;Rond-Point Henry Dunant;TOURNEFEUILLE;31557;315570000159;3105572045A;
RUE MISSAK MANOUCHIAN;Rue Missak Manouchian;TOULOUSE;31555;315559000089;3105555989W;
PONT DES CATALANS;Pont des Catalans;TOULOUSE;31555;315558351715;310555X018P;
RUE ROGER CAMBOULIVES;Rue Roger Camboulives;TOULOUSE;31555;315558402125;3105557574U;
ALL DU NIGER;Allée du Niger;TOULOUSE;31555;315554953610;3105556280M;
IMP DES TOURNESOLS;Impasse des Tournesols;TOURNEFEUILLE;31557;315570000429;3105573468X;
RUE IDRAC;Rue Idrac;TOULOUSE;31555;315553491222;3105554280N;
RUE VINCENT VAN GOGH;Rue Vincent Van Gogh;BLAGNAC;31069;310690000198;3100691115L;
RUE MATISSE;Rue Matisse;ST-ALBAN;31467;314670000087;3104670322U;
PL BERNARD COSTE;Place Bernard Coste;SEILH;31541;315410000023;3105410032G;
RUE DES ERABLES;Rue des Érables;TOURNEFEUILLE;31557;315570000167;3105571620N;
RUE DES CHATAIGNIERS;Rue des Châtaigniers;TOULOUSE;31555;315551686432;3105551974G;
RUE D OLORON SAINTE MARIE;Rue d'Oloron Sainte-Marie;UNION;31561;315610000255;3105610505J;
IMP DE LA BARAQUETTE;Impasse de la Baraquette;TOULOUSE;31555;315558349450;3105550830N;
SQ DES PINS;Square des Pins;PIBRAC;31417;314170000143;3104170345L;
RUE DES COUDRIERS;Rue des Coudriers;TOURNEFEUILLE;31557;315570000138;3105571450D;
CHE DE LA MOUILLERE;Chemin de la Mouillere;SAINT-JORY;31490;314900000106;310490B073E;
IMP DES MARAICHERS;Impasse des Maraîchers;AUCAMVILLE;31022;310220000097;3100220225Y;
RUE RENE CASSIN;Rue René Cassin;ST-ALBAN;31467;314670000036;3104670400D;
IMP JACOB INSEL;Impasse Jacob Insel;TOULOUSE;31555;315558413215;3105554386D;
CHE DU PESAYRE;Chemin du Pesayre;BLAGNAC;31069;310690000321;3100690827Y;
RPT PHIDIAS;Rond-point Phidias;TOULOUSE;31555;315558431722;3105556837T;
RUE DU BERNET;Rue du Bernet;PIBRAC;31417;314170000031;3104170032W;
PL ARAGO;Place Arago;TOULOUSE;31555;315550208006;3105550412J;
CHE DE RIVALSUPERVIC;Chemin de Rivalsupervic;TOULOUSE;31555;315555939241;3105557516F;
ALL DES MIMOSAS;Allée des Mimosas;GAGNAC-SUR-GARONNE;31205;312050000036;3102050125U;
IMP DES JONQUILLES;Impasse Des Jonquilles;FLOURENS;31184;311840000036;3101840155T;
PL GEORGES THILL;Place Georges Thill;TOULOUSE;31555;315558401625;3105553863K;
RUE DE VALENCIENNES;Rue de Valenciennes;TOULOUSE;31555;315557062451;3105558684A;
VA VA000017;Voie Anonyme Numéro 000017;CASTELGINEST;31116;31116A000017;;
RUE COLBERT;Rue Colbert;TOURNEFEUILLE;31557;315570000127;3105571370S;
PAS DU BOIS;Passage Du Bois;MONS;31355;313550000025;3103550302J;
CHE DU CASTELET BAS;Chemin du Castelet Bas;AUSSONNE;31032;310320000009;3100320034X;
IMP DE LA GARONNETTE;Impasse de la Garonnette;SEILH;31541;315410000033;3105410089U;
RUE BEL AIR;Rue Bel Air;BRUGUIERES;31091;310910000148;3100910031M;
CLOS DU LUBERON;Clos du Lubéron;TOURNEFEUILLE;31557;315570000266;3105572470M;
RUE HELENE BOUCHER;Rue Hélène Boucher;TOULOUSE;31555;315551049610;3105554108B;
RUE JULES DALOU;Rue Jules Dalou;TOULOUSE;31555;315552124828;3105554800D;
AV DE L URSS;Avenue de l'URSS;TOULOUSE;31555;315557036843;3105558660Z;
MAIL LE MAIL;Le Mail;QUINT;31445;314450000063;3104450233T;
CHE DE LARRIOU;Chemin de Larriou;PIBRAC;31417;314170000106;3104170245C;
CITE ROGUET;Cité Roguet;TOULOUSE;31555;315555972817;310555A148S;
RUE DE LA RESIDENCE DU CHATEAU;Rue de la Résidence du Château;GAGNAC-SUR-GARONNE;31205;312050000017;310205A037T;
RUE DE LA SARDANE;Rue de la Sardane;TOURNEFEUILLE;31557;315570000400;3105573300P;
CHE DE LAPORTE;Chemin de Laporte;TOULOUSE;31555;315553875219;3105555020T;
ALL DU DOUBS;Allée du Doubs;COLOMIERS;31149;311490000154;3101490531D;
RUE DES COQUELICOTS;Rue des Coquelicots;CASTELGINEST;31116;311160000051;3101160310G;
CHE DE BELLEVUE;Chemin de Bellevue;COLOMIERS;31149;311490000060;3101490190H;
SQ RENE DESCARTES;Square René Descartes;BLAGNAC;31069;310690000450;3100690266N;
PL DU CAPITOLE;Place du Capitole;TOULOUSE;31555;315551420803;3105551676H;
RUE DES BRIQUETIERS;Rue des Briquetiers;BLAGNAC;31069;310690000075;3100690149L;
PL DE LA POSTE;Place de la Poste;COLOMIERS;31149;311490000371;3101491028U;
ALL ABEL BOYER;Allée Abel Boyer;COLOMIERS;31149;311490000075;3101490015T;
IMP DU BOIS;Impasse Du Bois;DREMIL-LAFAGE;31163;311630000050;3101630023R;
RUE EDMOND DE PLANET;Rue Edmond de Planet;TOULOUSE;31555;315555436825;3105552880S;
CHE DE LA CROIX D ALLIEZ;Chemin de la Croix d'Alliez;MONDONVILLE;31351;313510000003;3103510009H;
IMP BELLEVUE;Impasse Bellevue;AUSSONNE;31032;310320000014;3100320026N;
RUE RENE CRABOS;Rue René Crabos;TOULOUSE;31555;315558347838;3105557402G;
RUE OURNAC;Rue Ournac;TOULOUSE;31555;315555097647;3105556440L;
RUE DE L AUBRAC;Rue de l'Aubrac;TOURNEFEUILLE;31557;315570000030;3105570770P;
IMP DE BORDEBASSE;Impasse de Bordebasse;PIN-BALMA;31418;314180000004;3104180030P;
RUE DE L AUSSONNELLE;Rue de l'Aussonnelle;PIBRAC;31417;314170000014;3104170020H;
RUE D ORBESSON;Rue d'Orbesson;TOULOUSE;31555;315555056052;3105556396N;
RTE DE BESSIERES;Route de Bessières;CASTELGINEST;31116;311160000022;3101160140X;
RUE DES AZALEES;Rue des Azalées;BLAGNAC;31069;310690000032;3100690058M;
ESP PIERRES GARRIGUES;Esplanade Pierre Garrigues;TOULOUSE;31555;315559000159;3105556878M;
VA VA000168;Voie anomyme numéro 000168;PIBRAC;31417;31417A000168;;
PL DE LA TRINITE;Place de la Trinité;TOULOUSE;31555;315556960060;3105558576H;
VA VA000116;Voie Anonyme Numéro 000116;UNION;31561;31561A000116;;
RUE DES GLIERES;Rue des Glières;CUGNAUX;31157;311570000109;3101570342N;
RUE DE LA PAIX;Rue de la Paix;TOULOUSE;31555;315555120021;3105556464M;
CHE DE LA MARQUE;Chemin De La Marque;SAINT-JORY;31490;314900000010;3104900137T;
AV DIDIER DAURAT;Avenue Didier Daurat;BLAGNAC;31069;310690000130;3100690263K;
RUE DE SAINTE MERE EGLISE;Rue de Sainte Mère Eglise;TOULOUSE;31555;315558435150;3105558058V;
CHEM ROBERT DESNOS;Cheminement Robert Desnos;TOULOUSE;31555;315552278435;3105557534A;
CHE DE LAOUJOULET;Chemin de Laoujoulet;PIBRAC;31417;314170000105;3104170243A;
CHE DES COURSES;Chemin des Courses;TOULOUSE;31555;315552012806;3105552360B;
CHE DE CAYZAGUEL;Chemin De Cayzaguel;BEAUPUY;31053;310530000037;3100530050Y;
IMP DE BELFORT;Impasse de Belfort;TOULOUSE;31555;315550729643;3105550992P;
IMP DU RUISSEAU DU LOUP;Impasse du Ruisseau du Loup;BALMA;31044;310440000158;3100440786M;
ALL DU LOGIS VIEUX;Allée Du Logis Vieux;MONTRABE;31389;313890000073;3103890190P;
RUE DU TOURMALET;Rue du Tourmalet;TOULOUSE;31555;315556912007;3105558522Z;
IMP DE POURRENQUE;Impasse de Pourrenque;FENOUILLET;31182;311820000081;3101820348L;
PL DU FER A CHEVAL;Place du Fer à Cheval;TOULOUSE;31555;315552752009;3105553240H;
RUE SAINT RENE;Rue Saint René;TOULOUSE;31555;315556377637;3105557960N;
RUE DES CONSTELLATIONS;Rue des Constellations;QUINT;31445;314450000029;3104450097V;
IMP DU SABLET;Impasse du Sablet;UNION;31561;315610000298;3105610691L;
PL DE LA REUNION;Place de la Réunion;TOULOUSE;31555;315555859234;3105557440Y;
RUE DU PARC;Rue Du Parc;BRUGUIERES;31091;310910000103;3100910169M;
PAS DE LA MARGERIDE;Passage de la Margeride;COLOMIERS;31149;311490000273;3101490787G;
RUE DU LAURAGAIS;Rue du Lauragais;ST-ORENS-DE-GAMEVILLE;31506;315060000100;310506;
RUE ALEXANDRE BOELY;Rue Alexandre Boély;BALMA;31044;310440000044;3100440022G;
AV JULES FERRY;Avenue Jules Ferry;TOULOUSE;31555;315552774454;3105554808M;
RUE DU MARECHAL LECLERC;Rue du Maréchal Leclerc;CASTELGINEST;31116;311160000104;3101160592N;
RUE DE NAVARRENX;Rue de Navarrenx;UNION;31561;315610000178;3105610485M;
RPT LOUIS DE PLANET;Rond-point Louis de Planet;TOULOUSE;31555;315559000030;3105555370Y;
RUE DU VERGER;Rue Du Verger;BRUGUIERES;31091;310910000051;3100910240P;
RUE DES PEUPLIERS;Rue des Peupliers;UNION;31561;315610000212;3105610555N;
IMP SAUDADES;Impasse Saudades;CUGNAUX;31157;311570000209;3101570649X;
IMP GABRIEL FAURE;Impasse Gabriel Fauré;ST-JEAN;31488;314880000134;3104880255E;
CHE DE FAGES;Chemin de Fages;TOULOUSE;31555;315552697620;3105553184X;
ALL DES ROITELETS;Allée des Roitelets;ST-ORENS-DE-GAMEVILLE;31506;315060000175;3105061130C;
RUE CLAUDE BOURGELAT;Rue Claude Bourgelat;TOULOUSE;31555;315551100836;3105552092K;
PL HENRI MAURETTE;Place Henri Maurette;TOULOUSE;31555;315558372436;3105554161J;
RUE JEAN MONTARIOL;Rue Jean Montariol;TOULOUSE;31555;315558426631;3105554615C;
ALL DU MORBIHAN;Allée du Morbihan;COLOMIERS;31149;311490000300;3101490848Y;
RUE DE JUNCASSA;Rue de Juncassa;BEAUZELLE;31056;310560000054;3100560078R;
CLOS DES ALPILLES;Clos des Alpilles;TOURNEFEUILLE;31557;315570000011;3105570600E;
VA VA000014;Voie Anonyme Numéro 000014;UNION;31561;31561A000014;;
CHE DE LA CRABE;Chemin de la Crabe;COLOMIERS;31149;311490000137;3101490440E;
IMP JEAN CASSOU;Impasse Jean Cassou;BALMA;31044;310440000064;3100440464M;
IMP FOUQUE;Impasse Fouque;TOULOUSE;31555;315552912023;3105553410T;
RUE DE L EGLISE;Rue de l'Église;AUSSONNE;31032;310320000036;3100320056W;
CHE DU PAOU;Chemin du Paou;TOULOUSE;31555;315555148812;3105556496X;
IMP PITOUS;Impasse Pitous;MONDONVILLE;31351;313510000062;3103510047Z;
VA VA000018;Voie Anonyme Numéro 000018;LAUNAGUET;31282;31282A000018;;
RUE DU CHATEAU DE MONS;Rue Du Château De Mons;MONS;31355;313550000016;3103550011T;
RUE DE LA BOURBOULE;Rue de la Bourboule;TOULOUSE;31555;315551088022;3105551348B;
CHE DE LA BERGERIE;Chemin de la Bergerie;PIBRAC;31417;314170000028;3104170071N;
ALL D ALSACE;Allée d'Alsace;COLOMIERS;31149;311490000569;3101490027F;
RUE LOUIS DE BROGLIE;Rue Louis de Broglie;TOULOUSE;31555;315558410348;3105555365T;
RUE DE LA MOSELLE;Rue de la Moselle;TOULOUSE;31555;315554800054;3105556108A;
IMP MICHEL LESBRE;Impasse Michel Lesbre;TOULOUSE;31555;315558443516;3105555926C;
RUE FERNAND PELLOUTIER;Rue Fernand Pelloutier;TOULOUSE;31555;315555267231;3105553272T;
RUE JEAN MOULIN;Rue Jean Moulin;CORNEBARRIEU;31150;311500000089;3101500085P;
BD MARCEL DASSAULT;Boulevard Marcel Dassault;COLOMIERS;31149;311490000146;3101490163D;
AUTOROUTE A621;Autoroute A621;TOULOUSE;31555;315559000065;310555;
SQ JEAN JAURES;Square Jean Jaurès;QUINT;31445;314450000051;3104450170Z;
CITE JUNCASSE;Cité Juncasse;TOULOUSE;31555;315551782416;310555A080T;
RUE MAX FISCHL;Rue Max Fischl;BLAGNAC;31069;310690000163;3100690666Y;
PAS CAYRAS;Passage Cayras;QUINT;31445;314450000021;3104450065K;
AV DU COLONEL ROCHE;Avenue du Colonel Roche;TOULOUSE;31555;315555961625;3105552202E;
RUE DE SOYE;Rue de Soye;ST-ORENS-DE-GAMEVILLE;31506;315060000189;3105061197A;
AV DES GLAIEULS;Avenue des Glaïeuls;TOULOUSE;31555;315553228827;3105553928F;
RUE DE FENOUL;Rue de Fenoul;TOULOUSE;31555;315558444424;3105553239G;
RUE JEAN DE LA FONTAINE;Rue Jean de la Fontaine;BLAGNAC;31069;310690000173;3100690520P;
LOT LES JARDINS DU CHATEAU D EAU;Lotissement Les Jardins du Château d'Eau;AUSSONNE;31032;310320000032;310032A041Z;
AV DIDIER DAURAT;Avenue Didier Daurat;COLOMIERS;31149;311490000149;3101490448N;
PL JEAN PRUNET;Place Jean Prunet;BALMA;31044;310440000225;3100440455C;
ESP ANDRE MICHAUX;Esplanade André Michaux;BALMA;31044;310440000306;3100440028N;
RUE DES SABOTS;Rue des Sabots;TOULOUSE;31555;315556105601;3105557692X;
RUE GERMAINE RICHIER;Rue Germaine Richier;TOULOUSE;31555;315558451739;3105553875Y;
RUE PIERRE ET MARIE CURIE;Rue Pierre et Marie Curie;CASTELGINEST;31116;311160000055;3101160835C;
VA VA000016;Voie Anonyme Numéro 000016;PIBRAC;31417;31417A000016;;
RUE PIERRE DE FERMAT;Rue Pierre De Fermat;ST-JEAN;31488;314880000168;3104880565S;
RUE DE VALMY;Rue de Valmy;BALMA;31044;310440000270;3100440895F;
RUE DES OLIVIERS;Rue des Oliviers;MONDONVILLE;31351;313510000053;3103510056J;
RUE DES ORFEVRES;Rue des Orfèvres;BLAGNAC;31069;310690000296;3100690735Y;
IMP CHARLES FRANCOIS DAUBIGNY;Impasse Charles François Daubigny;TOULOUSE;31555;315558432630;3105551915T;
IMP JEAN FRANCOIS CAILHAVA;Impasse Jean-François Cailhava;TOULOUSE;31555;315558440037;3105554591B;
IMP DES PINS;Impasse des Pins;ST-ALBAN;31467;314670000104;3104670374A;
IMP DES CORMORANS;Impasse des Cormorans;TOULOUSE;31555;315558418918;3105552307U;
ZONE ARTISANALE LES POUSSES;Zone artisanale Les Pousses;VILLENEUVE-TOLOSANE;31588;315880000144;310588A003R;
RUE EMILE BARRIERE;Rue Emile Barrière;TOULOUSE;31555;315550572802;3105552964H;
RESIDENCE D OCCITANIE;Résidence d'Occitanie;AUSSONNE;31032;310320000081;310032A036U;
RUE DU RIBACHOU;Rue du Ribachou;MONDONVILLE;31351;313510000070;3103510037N;
RPT DU PETIT PRINCE;Rond-point du Petit Prince;COLOMIERS;31149;311490000376;310149;
ALL DU QUIBERON;Allée du Quiberon;COLOMIERS;31149;311490000384;3101491052V;
AV DU SERS;Avenue du Sers;AUCAMVILLE;31022;310220000149;3100220310R;
IMP DES PALANQUES;Impasse Des Palanques;BRUGUIERES;31091;310910000089;3100910183C;
IMP DE LA BRETECHE;Impasse de la Bretèche;BRAX;31088;310880000008;3100880193B;
RUE DE GUYENNE;Rue de Guyenne;TOURNEFEUILLE;31557;315570000218;3105571990R;
RUE D AUTEUIL;Rue d'Auteuil;TOULOUSE;31555;315550406442;3105550700X;
RUE DE CHENONCEAUX;Rue de Chenonceaux;TOURNEFEUILLE;31557;315570000117;3105571295K;
RUE DU CANIGOU;Rue du Canigou;UNION;31561;315610000061;3105610110E;
RUE ENRICO FERMI;Rue Enrico Fermi;TOULOUSE;31555;315558371528;3105553018S;
CHE DU VIEUX MOULIN;Chemin Du Vieux Moulin;MONTRABE;31389;313890000082;3103890415J;
IMP DE PAHIN;Impasse de Pahin;TOURNEFEUILLE;31557;315570000333;3105572862N;
RUE DU GENERAL BAUROT;Rue du Général Baurot;TOULOUSE;31555;315558405502;3105553809B;
RUE DES CORBIERES;Rue des Corbières;BLAGNAC;31069;310690000116;3100690214G;
RUE DU TOUCH;Rue du Touch;TOURNEFEUILLE;31557;315570000425;3105573440S;
AV DU BERGERON;Avenue du Bergeron;ST-ALBAN;31467;314670000025;3104670069U;
RUE DU PONT GUILHEMERY;Rue du Pont Guilhemery;TOULOUSE;31555;315555481644;3105557004Z;
IMP DES OLIVIERS;Impasse des Oliviers;BLAGNAC;31069;310690000291;3100690785C;
CLOS DES AMANDIERS;Clos des Amandiers;BEAUZELLE;31056;310560000009;310056A020X;
RUE EDOUARD LARTET;Rue Edouard Lartet;TOULOUSE;31555;315558340829;3105552902R;
PL DU BOIRET;Place du Boiret;CORNEBARRIEU;31150;311500000021;3101500013L;
RUE GOUNOD;Rue Gounod;CASTELGINEST;31116;311160000086;3101160235A;
RUE MARTIN LUTHER KING;Rue Martin Luther King;LAUNAGUET;31282;312820000062;3102820174M;
VA VA000004;Voie Anonyme Numéro 000004;MONDONVILLE;31351;31351A000004;;
GIRATOIRE DU BASSAC;Giratoire du Bassac;COLOMIERS;31149;311490000585;3101490141;
JARDIN MARCEL THOUREL;Jardin Marcel Thourel;TOULOUSE;31555;315559000144;310555X108M;
RUE DES MURIERS;Rue des Mûriers;ST-ORENS-DE-GAMEVILLE;31506;315060000128;3105060890S;
IMP DE SEILLONNETTE;Impasse de Seillonnette;PIN-BALMA;31418;314180000030;3104180093H;
CHE DE BARRIEU;Chemin de Barrieu;BLAGNAC;31069;310690000037;3100690110U;
IMP DES VIGNES;Impasse des Vignes;SEILH;31541;315410000069;3105410145E;
ALL DE LA SORGUE;Allée de la Sorgue;COLOMIERS;31149;311490000435;3101491214W;
RTE DES PARADOUX;Route des Paradoux;PIN-BALMA;31418;314180000020;3104180273D;
ALL MESSIDOR;Allée Messidor;BALMA;31044;310440000167;3100440587W;
CHE DE CAILLIBENS;Chemin de Caillibens;TOULOUSE;31555;315551296028;3105551508A;
VA VA008777;;FLOURENS;31184;31184A008777;P31184;
AV PIERRE MENDES FRANCE;Avenue Pierre Mendès-France;TOURNEFEUILLE;31557;315570000287;3105573055Y;
ALL DE L AUBISQUE;Allée de l'Aubisque;COLOMIERS;31149;311490000034;3101490076J;
VA VA000018;Voie Anonyme Numéro 000018;QUINT;31445;31445A000018;;
RUE DU POUSET;Rue du Pouset;TOULOUSE;31555;315555529636;3105557052B;
PL BILA;Place Bila;TOULOUSE;31555;315550883250;3105551168F;
RUE JACQUES MIGNARD;Rue Jacques Mignard;BLAGNAC;31069;310690000255;3100690500T;
AV DE MONTCALM;Avenue de Montcalm;UNION;31561;315610000172;3105610415L;
IMP DE MONTREDON;Impasse de Montredon;TOULOUSE;31555;315558424509;3105556089E;
AV MARCEL DORET;Avenue Marcel Doret;TOULOUSE;31555;315552387223;3105555612L;
VA VA000023;Voie Anonyme Numéro 000023;BEAUZELLE;31056;31056A000023;;
CHE DE LA PELUDE;Chemin de la Pelude;TOULOUSE;31555;315555270404;3105556708C;
IMP DESCOULOUBRE;Impasse Descouloubre;TOULOUSE;31555;315552268804;3105552620J;
IMP DES FLAMANTS;Impasse des Flamants;BLAGNAC;31069;310690000166;3100690355K;
VA VA000013;Voie Anonyme Numéro 000013;MONDONVILLE;31351;31351A000013;;
IMP DES CLEMATITES;Impasse des Clématites;TOULOUSE;31555;315558395422;3105552150Y;
IMP DES ARES;Impasse des Ares;UNION;31561;315610000018;3105610035Y;
IMP DES BOSQUETS;Impasse des Bosquets;ST-ALBAN;31467;314670000030;3104670082H;
VA VA000029;Voie Anonyme Numéro 000029;UNION;31561;31561A000029;;
RUE DE PESSOLES;Rue de Pessoles;GAGNAC-SUR-GARONNE;31205;312050000044;3102050170T;
RUE BESSIERES;Rue Bessières;TOULOUSE;31555;315550844838;3105551128M;
RUE GARIPUY;Rue Garipuy;TOULOUSE;31555;315553084851;3105553740B;
SQ DES SAUVAGELLES;Square des Sauvagelles;PIBRAC;31417;314170000166;3104170409F;
ALL DE LA MOSELLE;Allée de la Moselle;COLOMIERS;31149;311490000303;3101490855F;
IMP JEAN ANDRE RIXENS;Impasse Jean André Rixens;TOULOUSE;31555;315555945648;3105557520K;
CHE DE MALEPERE;Chemin de Malepère;TOULOUSE;31555;315554307208;3105555540H;
RUE D AUTEUIL;Rue d'Auteuil;TOURNEFEUILLE;31557;315570000033;3105570793P;
IMP DES COSTES;Impasse des Costes;TOURNEFEUILLE;31557;315570000135;3105571435M;
IMP TOULOUSE LAUTREC;Impasse Toulouse Lautrec;BLAGNAC;31069;310690000465;3100691057Y;
RUE DENIS PAPIN;Rue Denis Papin;TOULOUSE;31555;315555155209;3105552596H;
RUE DU DOCTEUR EMILE ROUX;Rue du Docteur Emile Roux;TOULOUSE;31555;315552368012;3105552720T;
RTE DE LEGUEVIN;Route de Léguevin;BRAX;31088;310880000028;3100880123A;
LOT LA CLE DES CHAMPS;Lotissement La Clé Des Champs;AIGREFEUILLE;31003;310030000027;310003A010S;
AV DU LOURON;Avenue du Louron;COLOMIERS;31149;311490000260;3101490773S;
RUE LUCIEN ET RAYMOND AUBRAC;Rue Lucien et Raymond Aubrac;CUGNAUX;31157;311570000283;;
RUE DES MOULINS;Rue des Moulins;TOULOUSE;31555;315554819204;3105556128X;
COURS DILLON;Cours  Dillon;TOULOUSE;31555;315552330059;3105552660C;
VA VA000021;Voie Anonyme Numéro 000021;COLOMIERS;31149;31149A000021;;
RUE DE L EUROPE;Rue De L'europe;LESPINASSE;31293;312930000053;3102930065W;
RUE DE SAVOIE;Rue de Savoie;BLAGNAC;31069;310690000381;3100690998J;
RUE PLANTIER;Rue Plantier;TOULOUSE;31555;315555446456;3105556960B;
RPT MAURICE ANDRIEU;Rond-point Maurice Andrieu;TOULOUSE;31555;315559000226;3105555798N;
RUE DES GRAVES;Rue des Graves;CASTELGINEST;31116;311160000089;3101160500N;
RUE JEAN DE PINS;Rue Jean de Pins;TOULOUSE;31555;315555411207;3105554560T;
RUE D ALSACE;Rue d'Alsace;TOURNEFEUILLE;31557;315570000013;3105570610R;
RUE DE L ARDECHE;Rue de l'Ardèche;TOULOUSE;31555;315550243255;3105550440P;
PORTE DES MIRABELLES;Porte des Mirabelles;FONBEAUZARD;31186;311860000037;310186;
CHE LATERAL DE RUPE;Chemin Latéral de Rupe;TOULOUSE;31555;315558379955;3105555090U;
RUE JEAN MOULIN;Rue Jean Moulin;TOURNEFEUILLE;31557;315570000308;3105572260J;
RUE DU VAUCLUSE;Rue du Vaucluse;TOULOUSE;31555;315557129654;3105558740L;
RUE DE PUYMAURIN;Rue de Puymaurin;TOULOUSE;31555;315555660808;3105557204S;
QU LUCIEN LOMBARD;Quai Lucien Lombard;TOULOUSE;31555;315554163232;3105555456S;
RUE RAYMOND ICART;Rue Raymond Icart;TOULOUSE;31555;315553488049;3105557312J;
IMP LABARTHE;Impasse Labarthe;BRUGUIERES;31091;310910000156;310091B023K;
RUE CLEMENT ADER;Rue Clément Ader;FONBEAUZARD;31186;311860000002;3101860053Y;
RUE D ARMAGNAC;Rue d'Armagnac;PIBRAC;31417;314170000010;3104170017E;
RUE DU PASTEL;Rue du Pastel;LAUNAGUET;31282;312820000087;3102820211C;
IMP EUGENE TRUTAT;Impasse Eugène Trutat;TOULOUSE;31555;315558345410;3105558622H;
RUE JEANNE DE TOULOUSE;Rue Jeanne de Toulouse;TOULOUSE;31555;315559000137;3105554683B;
PL DE L EGLISE;Place de l'Église;COLOMIERS;31149;311490000164;3101490460B;
RUE ALFRED DE VIGNY;Rue Alfred de Vigny;COLOMIERS;31149;311490000477;3101490024C;
CHE DU CLAUZET;Chemin du Clauzet;BRUGUIERES;31091;310910000147;3100910053L;
